ExScore,Attd,HrsStd,PrevSco,ParInv,Acc2Rs,TutSes,FamInc,ParEdLev,MotLev,PerInf
68,73,27,99,2,2,1,1,2,1,3
70,99,18,54,2,3,0,2,3,1,3
62,70,13,56,2,2,2,2,1,2,2
72,78,35,99,3,1,1,1,1,2,3
62,61,20,70,2,1,1,2,1,1,3
68,76,20,87,3,3,1,1,3,1,1
69,83,20,89,3,2,3,1,1,2,1
73,98,21,66,3,2,3,3,1,1,3
69,81,19,61,3,3,3,2,3,1,1
67,93,17,64,2,2,1,2,1,2,2
65,82,17,88,2,1,2,1,3,1,2
63,62,20,92,1,1,2,2,3,3,3
66,73,17,85,3,2,2,1,1,2,3
66,83,16,72,2,2,1,1,2,2,3
70,98,21,63,2,3,0,1,3,1,2
69,94,18,71,2,2,2,3,3,1,2
70,69,29,96,2,3,1,3,1,1,3
58,69,4,93,2,1,2,2,1,1,1
67,68,27,66,2,2,3,3,1,2,3
66,94,8,89,3,1,0,2,1,3,2
70,91,18,71,3,3,0,2,1,3,2
67,76,18,79,3,3,1,2,3,2,3
60,80,12,71,1,1,1,1,1,3,3
65,79,15,62,3,2,1,1,2,1,3
63,70,13,59,2,2,0,2,3,2,3
72,80,31,57,3,3,1,2,1,1,3
62,61,26,51,1,2,0,1,1,3,2
70,65,28,64,2,2,6,2,3,2,2
70,95,24,59,3,1,2,1,2,2,1
64,90,13,63,2,2,0,1,1,2,2
64,77,17,54,2,2,3,1,1,1,2
72,90,24,97,2,2,1,3,1,1,3
66,91,19,67,2,1,0,2,2,2,1
66,91,18,52,2,2,2,2,1,2,1
71,89,24,68,2,3,0,1,3,2,3
66,68,23,91,1,1,5,1,3,2,1
64,74,18,67,2,1,2,1,1,3,2
66,79,27,65,2,1,0,2,2,1,1
62,73,14,96,2,1,1,1,1,1,1
70,90,24,65,2,2,4,1,1,2,2
69,73,24,99,2,2,3,2,1,2,2
65,66,18,92,3,2,2,1,1,2,2
70,76,22,84,3,2,2,2,1,3,2
70,99,12,80,3,3,0,3,1,2,3
67,69,26,61,2,2,1,3,2,2,3
69,84,19,87,2,3,2,1,1,1,3
62,77,17,67,1,2,0,1,1,1,2
67,63,26,74,2,3,1,1,1,2,3
65,80,16,55,3,2,0,1,2,3,3
65,88,12,65,2,2,0,1,1,2,3
69,95,24,73,2,1,3,1,1,2,3
63,72,12,67,2,2,4,2,1,1,2
66,63,31,74,1,3,3,2,2,1,1
67,97,8,87,2,3,0,2,1,2,3
69,75,30,73,2,2,1,2,2,3,1
67,83,21,75,2,2,1,1,1,3,2
70,92,19,85,2,2,1,2,1,2,2
67,73,17,92,3,3,2,3,1,2,1
70,89,22,76,3,2,2,1,1,2,2
65,65,20,97,3,3,0,1,1,2,1
63,72,27,68,2,1,0,2,2,2,1
64,66,21,63,2,2,0,3,1,2,2
69,92,21,85,3,2,1,3,1,1,1
60,69,18,59,1,2,1,1,1,1,3
69,89,20,95,1,2,3,1,1,2,3
72,98,22,69,2,1,4,3,1,2,3
63,81,10,85,2,1,1,1,2,1,2
63,82,12,79,1,2,0,1,2,3,3
70,73,21,85,2,2,6,2,2,2,2
68,79,19,90,2,3,1,3,2,2,1
69,84,20,99,2,2,2,2,1,1,3
72,99,22,71,2,2,0,2,2,3,2
67,98,17,75,1,3,1,1,2,1,3
68,94,15,94,1,2,1,3,1,1,3
70,96,21,63,2,3,1,2,3,2,1
68,79,14,59,3,2,5,2,3,2,3
69,86,22,57,2,2,2,2,2,3,3
68,96,10,99,2,2,1,2,2,2,1
66,76,26,64,2,2,0,2,2,1,3
72,98,23,88,2,2,1,1,3,3,1
67,77,22,72,2,2,2,2,1,2,2
70,84,26,62,1,3,3,3,1,2,3
73,88,30,96,3,2,1,2,1,2,2
73,98,26,73,2,1,1,3,3,3,2
60,70,9,78,2,2,1,2,1,1,2
67,90,12,61,2,3,2,2,2,1,2
69,81,16,66,3,2,3,3,1,2,3
65,71,20,87,2,1,1,2,1,3,1
66,86,21,56,2,1,1,1,2,2,1
65,73,15,93,1,3,1,1,2,2,3
64,79,16,87,1,2,1,1,2,2,2
67,85,12,88,3,3,1,1,2,3,2
65,76,14,59,3,2,3,2,1,1,2
64,68,12,75,3,3,1,2,1,2,3
67,98,14,51,3,3,0,2,1,2,3
70,80,26,66,2,1,2,3,3,2,2
63,89,14,67,2,1,3,1,1,1,2
71,76,36,96,2,2,1,1,2,2,2
68,74,23,100,3,1,2,3,1,1,3
67,76,21,81,2,2,0,2,2,2,3
67,76,15,76,3,3,1,2,3,2,2
68,82,24,72,1,2,0,2,3,2,3
66,82,17,51,3,2,1,1,3,2,3
68,80,21,90,2,2,0,2,2,2,1
70,65,35,84,3,2,0,2,1,3,3
67,80,19,82,1,1,5,1,2,2,3
67,67,27,90,1,2,2,3,1,2,2
62,65,16,96,1,3,2,1,1,1,1
67,97,20,69,2,3,0,1,1,1,1
70,84,31,71,2,3,4,1,1,1,1
72,86,16,99,3,3,4,1,2,2,2
70,76,31,83,2,2,2,3,1,2,1
94,96,24,93,1,3,2,1,1,2,2
66,86,17,61,2,2,2,3,1,2,3
69,91,24,66,1,1,2,1,1,3,2
68,75,26,70,3,2,0,3,3,1,2
71,98,24,66,3,1,2,1,1,3,3
69,93,11,94,3,2,4,1,1,2,2
67,94,16,76,2,2,2,2,1,1,2
64,67,19,98,1,2,2,1,3,2,1
63,71,20,66,2,2,1,2,2,2,1
66,71,24,52,2,3,2,2,2,2,2
66,71,21,57,3,2,2,3,3,1,3
69,94,12,61,1,3,3,3,2,2,2
64,61,22,82,1,1,4,2,1,1,3
62,63,24,59,3,2,1,1,1,1,2
70,68,26,90,2,3,4,1,1,2,2
67,69,25,56,3,2,2,1,1,2,2
68,92,23,54,1,2,0,3,3,2,3
62,60,10,85,2,2,0,2,3,2,3
67,77,23,96,1,2,1,3,2,2,2
68,76,21,83,2,3,0,1,1,2,3
64,65,22,97,1,2,2,2,1,1,2
64,87,12,62,2,1,2,2,1,2,2
66,88,14,67,2,2,2,3,3,2,2
72,89,26,92,2,1,2,1,3,2,3
72,89,20,91,2,3,2,2,1,2,3
66,60,24,83,2,3,2,2,1,3,3
72,98,20,75,1,2,4,2,2,3,3
69,93,20,51,3,2,1,2,1,1,3
72,96,26,64,3,3,2,2,1,1,2
60,61,17,58,1,1,1,2,1,2,2
69,97,21,53,2,2,0,3,1,2,2
68,92,17,89,2,3,0,1,1,2,3
69,93,17,57,1,2,3,1,2,3,2
62,64,18,68,2,1,1,1,1,1,3
70,98,17,70,2,3,1,3,1,1,1
68,87,28,57,1,1,2,2,1,2,1
68,83,15,84,3,2,1,3,2,2,1
70,98,19,90,2,3,1,3,2,1,3
65,78,17,64,2,3,0,1,1,2,2
73,84,29,90,3,2,0,2,3,2,3
66,79,21,64,3,2,0,1,2,1,1
71,97,26,85,2,2,2,3,1,1,2
62,63,11,56,3,2,2,2,1,3,2
68,80,22,71,2,2,2,1,1,3,3
70,87,25,76,2,3,1,1,2,1,3
68,92,20,86,2,1,0,2,3,1,2
71,83,26,83,3,1,2,1,2,2,2
70,96,17,93,2,2,2,2,1,2,1
72,98,28,59,2,2,1,1,1,2,3
69,63,34,83,2,3,2,2,2,2,1
63,76,18,56,2,3,1,1,2,2,1
62,61,17,74,2,2,0,2,3,3,2
68,73,29,76,2,2,2,1,1,2,2
70,81,29,51,1,2,2,2,3,1,3
69,96,17,54,2,2,1,2,1,2,3
68,94,17,92,2,2,2,1,1,1,1
65,65,18,64,3,2,2,3,1,2,3
59,64,12,67,2,1,3,1,1,2,3
66,84,14,82,2,2,3,1,2,2,3
64,81,14,61,3,2,0,1,1,1,3
63,71,15,60,1,2,5,1,1,3,3
72,96,20,71,2,2,5,1,2,2,2
67,97,21,53,2,3,0,1,1,1,1
94,76,29,96,2,2,2,1,3,1,3
70,96,14,97,2,3,2,2,1,1,1
66,75,26,72,1,2,0,1,1,2,2
69,89,19,60,1,2,4,2,3,1,3
64,79,20,74,2,1,2,1,1,1,3
63,65,24,55,2,2,1,1,1,1,3
71,97,13,70,3,3,1,1,3,2,2
65,78,22,54,3,2,1,2,1,2,1
68,89,21,85,1,2,1,2,2,1,1
64,75,23,64,2,2,1,1,1,3,1
64,61,22,76,1,1,1,3,2,3,3
66,64,35,51,2,2,2,2,1,2,1
68,80,16,76,3,2,1,2,2,2,3
67,88,17,50,2,2,3,1,2,2,2
66,73,16,96,1,3,1,2,1,2,3
68,88,17,75,2,2,2,2,1,2,2
66,88,16,55,1,2,3,1,3,2,2
71,88,27,67,2,2,3,3,2,2,2
71,80,29,52,2,3,4,1,1,2,3
68,97,17,77,2,3,0,1,2,2,1
64,80,15,56,3,1,3,2,1,3,2
67,78,23,74,2,2,3,2,1,1,1
64,68,17,65,3,2,0,2,1,3,3
68,72,24,88,3,1,3,1,1,3,3
62,62,21,74,2,1,0,1,3,3,3
64,85,11,92,2,1,0,2,2,1,2
70,70,29,97,1,3,3,1,3,1,3
68,72,31,98,2,2,0,1,2,3,2
69,91,16,63,2,2,2,2,2,3,2
65,73,18,88,1,2,3,1,2,1,3
67,70,22,72,2,3,2,3,1,2,2
71,91,24,93,3,2,0,2,1,1,3
65,65,32,57,2,1,2,1,1,1,3
66,78,19,74,2,2,2,1,1,1,3
65,80,15,80,3,2,0,1,1,2,2
65,87,12,53,2,2,2,2,2,1,2
68,85,16,93,1,2,1,2,1,3,3
68,92,20,66,2,2,2,2,2,2,1
67,62,31,83,3,2,0,2,2,2,2
65,72,17,96,1,2,3,3,1,3,1
66,71,21,86,2,1,2,2,2,2,2
63,66,20,94,2,2,0,2,1,1,2
72,72,35,75,3,3,1,1,2,2,3
67,81,17,78,2,3,2,1,1,2,3
67,87,17,84,3,1,0,2,2,2,3
66,75,26,56,1,2,1,1,1,2,3
66,89,24,83,1,2,1,1,1,2,2
69,73,31,57,3,2,2,1,1,2,2
62,72,24,53,2,1,0,1,1,2,2
66,82,18,73,1,2,2,1,2,1,3
64,61,24,80,2,2,0,1,3,3,3
67,63,27,98,3,2,1,1,1,2,3
71,77,25,85,3,3,2,2,2,2,3
68,89,26,61,2,1,0,2,1,1,2
66,64,27,58,3,1,2,3,3,2,2
75,94,28,80,2,3,3,1,3,2,3
72,89,24,61,2,3,1,1,3,2,3
68,84,19,85,3,1,1,3,1,2,2
68,93,21,56,2,2,1,1,1,2,3
69,76,27,67,1,3,1,2,1,2,3
63,69,15,89,2,2,1,1,2,2,1
70,80,22,92,2,3,0,2,1,2,3
66,82,18,67,1,2,1,3,3,1,3
66,82,20,60,1,1,3,2,1,2,3
72,83,28,98,2,3,1,1,3,2,2
71,98,21,88,1,2,1,2,3,2,2
72,96,20,90,3,2,3,1,2,2,2
69,95,12,61,2,2,4,3,2,3,2
71,92,24,71,1,3,2,1,1,1,3
69,98,24,53,2,1,3,3,3,2,1
68,64,33,55,3,2,1,2,2,2,2
61,71,18,61,1,1,2,1,2,1,1
68,80,21,65,2,3,2,2,3,3,2
72,94,21,100,3,2,0,1,3,1,2
70,80,29,71,2,2,0,2,2,2,3
73,90,19,85,3,2,0,2,3,3,3
67,66,22,95,2,3,3,2,1,1,3
65,70,24,62,2,3,2,1,2,2,1
68,89,21,57,2,2,1,3,1,2,3
65,67,17,62,1,3,3,2,1,3,3
97,74,21,94,3,2,1,1,1,2,3
66,71,26,83,3,1,1,2,2,1,1
67,74,14,73,3,3,2,2,1,3,2
70,88,21,91,3,2,2,3,1,2,2
66,75,16,62,3,2,3,1,1,2,3
69,82,27,62,2,3,1,1,1,1,2
62,64,11,78,3,2,2,1,2,1,2
68,92,17,90,2,1,1,3,1,3,1
67,75,22,63,2,3,1,1,2,1,3
68,86,29,61,2,2,0,2,1,2,1
69,89,20,74,3,2,1,1,1,2,2
62,68,17,57,2,2,1,3,1,2,3
75,95,31,87,3,2,2,1,3,2,2
65,85,11,79,2,2,2,3,1,1,3
63,77,7,76,3,2,2,2,2,2,1
66,67,23,94,3,2,1,2,2,1,3
71,98,17,87,1,3,3,2,2,3,3
66,90,14,57,3,2,0,2,2,2,3
66,68,24,71,2,2,2,2,2,2,2
66,74,21,66,2,3,1,2,1,1,1
68,88,12,86,2,2,3,2,1,3,3
71,91,25,74,2,2,1,2,2,3,3
68,78,24,91,2,2,0,3,3,1,1
68,89,19,71,1,2,2,1,1,2,3
68,75,31,90,2,2,2,2,1,1,2
62,68,14,52,2,2,2,1,2,2,3
65,85,11,57,3,1,0,2,1,3,2
71,99,16,88,1,3,2,1,3,3,2
63,72,20,56,2,3,0,1,2,1,1
68,78,21,84,3,2,1,3,1,1,3
69,87,19,86,3,1,1,2,1,1,3
69,82,22,83,3,3,1,1,2,2,2
71,94,12,91,2,3,3,2,3,1,3
71,90,29,76,2,3,0,1,3,2,2
62,62,20,95,2,2,0,2,1,1,2
70,100,27,78,1,1,2,2,1,1,1
70,90,22,75,3,3,1,1,2,3,2
73,95,23,75,2,2,2,3,2,2,3
71,86,23,96,2,3,3,2,1,1,3
69,94,23,62,2,1,2,1,3,2,3
65,74,28,62,2,1,1,1,1,2,2
71,95,21,55,3,2,2,2,2,2,2
68,68,24,98,2,2,2,2,1,3,1
64,63,19,56,2,3,2,1,1,2,3
71,92,29,84,1,1,2,1,3,2,1
67,93,16,71,1,2,0,2,1,2,3
66,67,31,92,2,1,2,2,1,3,1
71,94,20,89,1,3,1,1,1,2,3
62,87,11,57,1,2,0,1,1,3,1
67,81,21,73,3,2,3,1,1,2,3
67,93,16,51,2,1,3,1,2,2,2
66,77,25,71,1,2,0,2,1,2,1
64,68,16,85,1,2,1,1,3,3,3
62,71,17,62,1,2,2,1,2,2,2
65,80,9,91,2,3,1,2,2,1,2
63,81,17,53,2,1,0,2,2,1,2
64,92,5,52,2,2,2,3,2,2,2
65,92,10,51,1,3,1,2,1,1,2
68,83,25,64,2,3,0,1,2,2,2
72,91,25,73,2,3,2,1,1,2,3
64,68,23,55,2,2,0,1,2,2,3
62,62,14,100,3,2,1,1,1,1,2
69,95,20,100,2,1,3,1,1,1,2
64,63,20,76,1,1,3,2,3,2,2
61,70,13,78,3,2,1,1,1,2,1
72,88,29,96,2,3,2,1,1,1,3
66,76,25,88,2,1,1,2,2,1,1
69,95,19,58,3,1,2,3,1,1,3
65,72,20,90,2,2,2,1,2,3,2
64,60,21,62,3,2,2,1,1,2,3
62,72,8,72,1,2,3,3,1,2,3
66,83,19,77,2,2,1,1,1,3,3
62,75,16,86,1,1,0,1,2,2,3
66,81,14,58,2,2,3,1,3,3,1
70,95,18,54,2,3,2,3,2,2,2
75,96,31,93,2,2,3,1,1,1,3
67,71,24,91,1,3,3,3,1,2,2
66,78,17,76,1,2,4,2,2,1,3
71,82,23,83,2,3,2,2,3,2,3
75,98,28,86,3,2,2,2,1,2,2
72,100,26,74,3,3,1,2,1,1,2
65,89,16,74,2,2,1,1,1,2,2
67,75,24,98,1,2,1,1,1,3,3
63,60,22,92,2,2,2,1,1,1,1
62,60,25,73,2,1,1,2,1,1,1
69,78,24,61,1,3,2,2,2,3,3
70,80,26,94,2,2,1,1,3,2,3
63,61,17,82,1,2,0,2,3,3,2
71,87,28,70,2,2,2,1,3,2,2
63,72,21,56,2,1,0,1,1,2,2
71,82,32,88,1,2,0,3,2,1,3
63,72,16,66,2,2,0,1,2,1,3
65,76,21,78,2,1,0,1,1,3,2
66,69,16,85,3,3,0,3,1,2,1
66,81,17,77,1,2,3,1,2,2,2
66,68,18,82,3,3,0,2,1,1,3
66,66,23,83,2,3,0,3,1,2,3
67,87,17,60,2,2,4,2,1,2,3
68,90,20,70,3,2,0,2,1,2,2
68,64,33,76,2,1,2,3,1,1,2
69,79,30,84,1,2,3,1,2,2,1
64,63,23,87,2,1,1,2,3,1,2
67,84,20,85,2,2,0,2,1,2,3
63,71,21,55,2,2,1,2,1,1,1
64,81,14,64,2,3,2,3,1,1,2
66,97,18,70,1,2,0,3,1,1,2
65,82,10,82,3,2,2,1,1,1,2
68,83,22,60,2,2,4,2,3,1,2
66,76,24,75,1,3,0,1,1,1,3
71,98,17,94,3,3,0,3,2,1,1
74,91,29,87,2,3,2,2,2,2,1
65,71,13,86,2,3,2,1,3,1,3
68,94,11,92,1,3,0,2,1,3,2
68,77,21,70,2,3,2,3,2,1,3
72,93,26,88,2,2,1,2,2,2,2
74,93,30,53,3,3,3,1,3,2,1
61,68,17,53,1,3,0,1,2,2,2
65,88,26,67,1,1,0,1,1,1,3
63,72,20,60,3,1,0,1,1,1,2
66,72,19,76,3,2,1,2,1,2,3
66,72,25,59,1,3,2,1,1,2,1
73,89,24,99,3,2,2,1,1,2,2
63,69,11,93,2,2,0,2,2,2,1
73,89,28,90,3,1,3,1,3,3,3
63,67,16,98,1,3,0,3,1,2,1
65,64,22,68,2,3,2,2,1,2,1
65,75,22,62,1,1,0,3,3,2,1
66,79,17,82,1,3,0,2,2,2,1
65,62,16,89,3,2,3,1,2,3,2
70,99,20,75,2,2,2,1,3,2,1
70,89,27,65,2,2,1,2,1,2,2
68,73,23,75,3,2,0,3,1,2,3
64,73,18,53,2,3,1,1,3,2,2
68,78,25,86,2,2,1,2,3,2,1
62,85,3,73,1,3,2,1,1,1,2
61,68,10,96,1,2,1,3,2,1,2
69,94,18,56,3,2,1,1,3,1,3
65,70,13,100,2,2,3,1,1,2,2
65,75,12,98,2,3,2,1,2,2,2
72,95,27,81,2,3,3,1,1,1,2
70,87,17,91,2,2,3,1,2,3,3
65,74,22,51,2,3,1,2,1,2,1
69,87,20,99,2,2,3,1,1,2,1
65,61,23,73,3,1,1,2,2,2,3
69,89,20,95,1,2,3,1,1,1,2
65,79,12,69,1,2,2,1,3,2,2
72,93,26,89,2,3,0,1,2,2,2
70,98,17,71,3,1,0,1,3,2,3
64,97,11,68,2,2,0,1,1,1,1
67,96,17,97,2,1,0,2,1,1,1
69,80,29,85,2,1,0,3,1,3,2
70,74,25,92,1,2,4,2,3,1,3
65,79,18,77,2,2,1,1,1,1,2
69,88,18,96,3,3,1,1,1,1,3
74,95,18,87,3,2,5,2,2,3,2
66,68,32,54,1,2,1,1,3,2,2
72,97,22,88,2,2,1,1,2,3,3
75,99,26,91,1,3,2,3,3,3,2
70,95,21,67,2,1,3,2,2,2,3
63,71,18,80,1,1,1,2,3,2,2
65,64,19,87,2,2,2,2,1,3,3
64,64,20,82,2,3,3,2,1,2,1
65,72,20,84,2,3,2,2,1,1,1
70,85,24,95,2,2,2,2,1,2,1
67,92,20,69,2,1,0,1,3,2,3
67,96,24,77,2,2,0,1,1,1,1
68,85,20,59,2,3,1,2,3,2,3
65,60,20,73,2,2,4,2,2,3,1
61,67,8,58,3,2,2,2,3,1,3
63,64,25,82,2,1,2,1,1,1,1
80,75,22,66,2,1,2,1,1,1,3
69,80,26,93,2,2,2,1,3,2,2
55,62,3,67,2,1,1,1,1,2,1
70,74,33,64,2,2,2,2,3,2,2
65,67,19,75,2,2,1,1,2,3,2
68,86,27,59,1,2,1,2,1,1,2
64,79,14,60,2,1,3,1,1,2,1
69,80,24,89,2,2,1,1,2,2,2
89,77,14,75,1,3,1,2,1,2,2
67,98,16,60,2,1,1,2,1,2,3
92,69,31,52,2,2,2,3,2,2,2
67,81,19,73,3,3,1,1,1,1,3
70,89,21,87,1,2,3,2,2,1,3
68,82,25,68,3,1,1,1,2,2,2
70,97,23,62,2,1,0,1,3,2,3
67,75,21,70,2,2,3,2,3,1,3
69,79,22,98,2,2,0,3,1,3,2
67,64,34,71,2,2,0,1,1,3,1
69,84,20,63,3,3,0,1,1,2,3
63,72,21,78,2,3,0,3,1,1,2
66,82,27,51,2,3,1,1,1,1,1
68,81,27,78,2,2,0,2,1,2,3
69,63,24,92,2,2,4,2,3,2,3
66,88,13,61,3,1,4,2,1,1,1
72,85,30,96,2,2,1,2,1,1,2
62,68,13,79,1,2,1,3,2,2,1
67,79,22,76,2,2,1,1,1,2,3
67,89,15,98,3,1,0,1,2,1,3
67,81,20,56,3,3,1,2,1,1,3
65,76,22,87,2,1,2,1,2,1,2
67,73,22,91,3,1,1,2,3,2,3
66,84,23,74,1,1,3,1,1,2,3
70,98,30,50,1,1,0,1,2,3,1
71,87,23,76,1,3,2,3,3,2,3
64,63,19,58,1,3,2,1,3,2,2
69,78,26,78,1,3,4,2,1,1,2
72,96,27,87,2,3,0,2,2,1,3
60,64,13,77,2,1,0,1,1,2,2
71,100,24,82,2,1,1,2,1,1,3
71,98,24,55,2,2,0,2,1,3,3
66,63,18,55,3,3,2,3,3,2,3
74,97,28,93,2,2,3,2,1,1,2
64,75,19,52,2,2,0,1,3,3,1
68,94,21,64,2,1,2,2,1,1,2
66,77,19,97,3,1,4,1,1,1,1
65,78,20,73,2,2,1,1,2,1,1
64,85,13,84,1,3,0,1,1,2,2
65,91,11,61,2,1,1,3,3,2,3
69,61,30,64,3,3,4,2,3,1,3
62,67,14,82,2,3,1,2,1,1,2
63,74,7,98,1,3,3,3,1,3,2
65,74,16,79,3,1,0,3,3,3,2
62,79,12,55,1,3,1,1,2,2,2
67,73,30,68,1,2,0,1,3,2,3
64,64,26,62,1,3,1,1,1,1,3
61,66,16,63,2,1,2,2,2,1,2
65,61,34,75,1,2,1,1,2,2,2
67,79,26,66,3,1,1,3,1,2,3
70,98,18,64,3,1,0,2,3,2,3
59,65,5,98,2,3,1,1,1,1,3
75,98,34,79,2,3,1,1,2,2,2
67,89,12,63,1,2,4,1,2,2,2
64,85,10,64,2,2,1,2,2,1,1
72,86,26,91,2,3,3,3,1,2,2
76,93,35,94,2,2,5,2,2,2,2
69,64,28,84,2,3,2,2,3,1,3
65,80,23,72,1,2,0,1,1,1,1
72,88,24,88,3,2,2,3,3,1,3
69,83,25,97,2,3,0,1,1,1,2
71,93,25,58,3,2,0,3,1,2,3
64,63,22,93,3,2,0,2,1,3,2
74,88,21,92,3,3,2,2,3,3,3
68,81,20,68,2,3,0,2,2,2,2
66,75,15,65,2,3,1,1,3,3,3
65,74,18,78,2,2,0,3,1,3,3
67,85,10,64,3,2,2,3,3,1,2
69,96,19,57,2,2,0,1,1,3,3
66,80,14,98,3,1,2,1,1,3,1
69,93,13,75,2,3,1,2,1,2,3
67,76,21,74,2,2,2,2,1,2,2
64,64,28,56,2,2,1,1,2,2,1
67,62,26,75,3,3,2,2,2,2,2
61,62,11,87,1,3,3,1,1,3,3
61,75,14,62,2,1,0,3,1,1,1
68,73,26,68,2,2,4,2,1,3,2
66,89,14,59,1,3,2,1,3,1,2
66,90,19,68,2,2,0,3,1,1,1
63,69,14,62,1,3,1,2,1,3,2
66,71,21,51,2,2,3,2,3,2,2
66,82,12,77,3,2,0,2,2,3,2
66,66,16,79,3,2,0,3,2,3,2
65,65,22,66,2,2,2,2,1,3,1
69,98,10,82,2,2,2,3,2,2,3
71,92,23,52,2,3,1,3,1,3,3
66,67,20,67,3,3,1,2,2,3,3
66,76,23,57,2,2,1,2,1,3,1
65,74,21,61,2,3,0,1,1,1,3
71,92,28,69,1,2,4,1,1,2,2
69,80,21,75,2,3,3,2,1,3,2
61,65,17,55,1,1,2,1,1,2,3
70,90,21,55,3,2,1,1,1,3,2
70,76,23,84,2,2,2,3,2,3,3
65,71,20,70,2,2,0,3,1,3,1
64,75,20,59,2,1,2,2,3,2,1
68,80,16,62,3,3,0,3,3,1,2
63,74,16,86,1,2,1,1,1,1,2
63,70,12,53,2,3,2,1,2,2,3
71,76,30,75,2,2,3,3,2,1,3
58,61,13,68,3,1,1,2,1,1,2
68,91,16,91,2,2,1,2,1,2,2
65,67,16,90,2,3,1,3,1,3,2
65,62,25,84,2,2,2,1,2,1,3
68,86,18,69,3,1,2,2,1,1,3
69,91,27,82,1,3,0,1,1,2,2
71,93,16,82,2,2,5,3,1,1,3
65,80,22,67,1,2,2,1,3,1,3
64,68,15,94,1,2,0,2,3,1,2
75,89,33,99,1,2,2,3,2,2,3
67,88,13,66,3,2,1,1,1,1,3
68,70,22,90,2,3,1,2,2,3,2
72,96,24,75,3,3,1,2,2,1,3
67,64,22,73,2,2,3,2,3,3,3
72,99,19,69,3,2,1,3,1,2,3
69,94,19,65,2,1,1,1,3,3,1
68,88,20,96,1,1,0,3,3,1,3
70,98,19,87,2,2,0,2,1,2,1
69,89,26,72,2,2,1,1,2,3,2
67,68,33,88,2,1,2,1,2,2,1
63,78,17,86,2,2,0,1,2,2,2
61,63,12,63,2,3,4,1,1,1,3
66,76,19,59,2,3,1,2,1,2,2
73,90,35,92,3,2,0,1,1,1,2
67,75,15,91,2,3,0,2,2,3,2
72,73,30,100,3,2,2,3,1,2,2
69,84,30,51,3,2,1,1,3,1,3
69,95,17,77,1,3,2,2,1,2,3
63,62,23,85,1,3,1,1,2,2,1
67,75,30,79,2,2,0,2,1,1,1
63,66,18,86,2,2,0,3,1,2,3
66,88,19,57,2,3,1,2,2,1,1
62,64,17,50,2,2,2,1,1,2,3
68,87,14,55,2,2,2,1,3,2,3
65,71,16,69,2,3,1,1,3,2,2
59,68,13,66,1,1,0,2,2,2,2
72,97,20,94,3,2,1,2,2,3,1
63,61,15,54,2,3,0,3,3,2,2
68,78,21,72,2,2,1,2,3,2,2
61,61,11,98,2,2,0,2,1,3,1
65,79,22,75,1,2,1,1,1,1,2
68,80,25,57,2,2,2,1,1,1,3
61,73,8,65,1,2,1,1,2,3,2
67,75,27,51,2,2,1,2,3,3,1
66,87,13,98,1,2,0,3,3,1,3
75,91,30,78,2,2,3,2,3,3,3
68,81,23,85,2,2,0,2,1,1,3
65,84,16,75,1,2,2,2,1,3,1
64,68,20,98,1,2,0,1,1,3,1
64,66,20,83,1,2,2,1,2,2,2
67,70,23,93,2,3,0,1,3,2,2
63,69,14,93,2,3,2,1,1,1,2
67,81,21,51,3,2,0,2,2,2,3
65,83,12,64,3,1,1,3,3,2,1
70,98,19,62,3,1,1,1,1,3,2
62,68,15,50,2,2,2,3,1,3,2
69,86,16,94,3,2,2,1,1,2,2
70,93,27,66,2,1,2,2,2,2,1
68,82,27,67,2,2,1,1,1,1,2
68,70,24,55,2,3,4,1,3,2,3
64,71,13,99,2,2,0,1,3,2,2
63,62,18,91,1,3,4,1,1,3,2
68,72,27,79,1,1,2,3,3,2,3
67,90,21,89,3,1,1,1,1,1,2
68,62,34,89,3,1,3,1,2,1,2
66,69,22,83,2,3,1,1,2,2,3
67,88,21,59,2,2,2,2,3,1,1
69,91,18,86,3,2,1,2,1,3,2
70,88,19,86,2,3,4,2,2,2,3
68,76,24,77,2,2,3,2,3,2,1
66,66,26,98,1,2,2,1,2,2,2
67,76,15,81,2,3,2,1,3,2,2
65,83,12,79,2,2,1,3,1,2,2
67,98,9,92,2,2,0,2,1,2,2
63,63,23,69,2,2,2,2,1,3,1
64,80,13,66,1,3,2,1,1,3,1
64,73,7,75,3,2,3,1,2,2,2
66,80,22,79,1,1,0,2,2,3,2
68,61,35,61,2,3,2,2,1,1,3
67,73,20,84,3,2,0,2,1,3,3
72,93,25,90,2,3,1,2,2,1,3
67,82,20,79,2,2,1,1,1,1,3
66,78,19,76,2,2,2,2,2,3,2
66,71,26,65,3,1,1,1,2,2,3
67,72,18,95,3,3,1,2,1,2,1
65,75,22,88,2,2,0,1,3,1,2
70,93,22,74,3,2,2,2,2,1,1
69,99,16,83,1,2,0,1,3,1,2
69,78,26,67,3,3,1,3,1,1,1
66,76,19,53,3,2,1,2,2,2,1
66,94,15,60,2,1,2,2,1,2,2
67,77,23,54,3,3,1,1,2,2,1
67,82,15,75,2,3,1,2,1,2,3
67,69,20,81,2,2,2,2,1,3,3
72,90,20,69,3,3,2,3,1,2,2
68,81,27,77,2,1,1,2,2,1,2
70,92,23,54,2,1,3,2,3,3,3
69,91,20,88,2,2,1,1,1,2,3
65,69,25,52,3,1,1,1,1,3,3
72,89,28,82,3,3,0,2,3,2,1
