ExScore,Attd,HrsStd,PrevSco,ParInv,Acc2Rs,TutSes,FamInc,ParEdLev,MotLev,PerInf
67,79,16,64,High,Medium,4,Low,College,Medium,Positive
63,76,21,50,Low,Medium,2,Low,Postgraduate,Low,Negative
70,97,16,87,Medium,Medium,1,High,High School,Medium,Neutral
61,65,12,57,Medium,Medium,1,High,High School,Medium,Positive
64,77,16,76,Low,High,1,Low,Postgraduate,Low,Neutral
65,74,20,51,Medium,Medium,2,Medium,College,High,Negative
65,80,17,81,Medium,Medium,1,Medium,College,Medium,Neutral
66,78,16,68,Medium,Low,3,Low,Postgraduate,High,Positive
66,81,12,82,High,High,1,Medium,High School,Low,Positive
63,66,20,54,Low,Medium,2,Medium,Postgraduate,Medium,Positive
66,81,11,63,Low,High,3,Medium,Postgraduate,Medium,Neutral
64,70,25,56,Medium,Medium,0,Low,High School,High,Positive
65,67,20,82,High,Low,3,Low,High School,Medium,Neutral
62,63,11,55,High,Medium,3,High,Postgraduate,Low,Positive
71,91,18,81,Low,High,4,High,High School,High,Neutral
63,77,15,57,Medium,Medium,1,Low,College,Low,Neutral
70,85,22,97,Medium,High,0,Medium,College,High,Negative
70,89,28,71,Medium,Low,2,Low,College,Low,Neutral
65,87,9,56,Medium,Medium,1,Medium,College,Medium,Positive
66,76,19,66,Medium,Low,2,Medium,College,Medium,Positive
68,75,24,95,Medium,Low,0,Medium,College,High,Positive
68,86,21,57,High,High,1,Low,High School,Medium,Negative
69,80,15,90,High,Medium,4,Medium,High School,Medium,Neutral
71,94,18,71,Medium,Medium,3,High,College,Medium,Positive
68,67,26,94,Medium,High,0,Medium,College,Medium,Positive
67,65,20,100,Medium,High,2,Low,High School,Medium,Neutral
72,85,31,53,High,Medium,2,Low,High School,Medium,Positive
68,72,20,90,High,Medium,2,Medium,High School,High,Neutral
60,61,16,53,High,Medium,0,High,High School,Low,Positive
68,96,11,66,Medium,High,2,Low,High School,High,Neutral
65,69,9,82,High,Medium,1,High,High School,High,Positive
67,97,10,72,Low,High,0,Low,Postgraduate,High,Neutral
70,89,22,78,Low,Medium,4,High,High School,Low,Positive
70,91,23,98,Medium,Low,0,Low,High School,High,Negative
61,68,11,91,Medium,Medium,3,Low,College,Low,Negative
68,69,25,68,High,Low,2,High,College,Medium,Positive
67,81,17,80,Medium,High,1,Low,Postgraduate,High,Negative
62,67,21,52,Medium,High,3,Low,High School,Medium,Negative
66,72,30,73,Medium,Low,0,High,High School,Medium,Neutral
69,73,25,80,High,Medium,3,High,High School,Medium,Positive
66,66,18,86,Medium,High,2,Medium,College,Medium,Negative
64,68,15,95,Medium,Medium,0,High,College,Medium,Negative
66,92,7,64,High,Medium,1,Low,Postgraduate,High,Neutral
63,67,16,95,Medium,Medium,2,Medium,High School,Low,Neutral
62,61,19,83,Low,High,1,Medium,High School,Low,Negative
65,85,14,54,Medium,Medium,1,High,Postgraduate,Low,Negative
68,99,19,69,Low,High,0,High,High School,Low,Negative
65,73,20,74,High,High,1,Low,High School,Low,Negative
63,65,19,68,Medium,High,1,Low,College,Low,Neutral
68,83,16,56,High,High,3,Medium,High School,Medium,Negative
72,96,21,78,Medium,High,2,High,High School,Low,Positive
69,91,23,57,High,Low,2,Low,High School,Medium,Positive
66,85,13,96,Low,Medium,1,Low,Postgraduate,Low,Positive
68,73,28,93,Low,Low,2,Low,College,High,Neutral
64,82,19,74,Low,Low,1,Medium,High School,Medium,Neutral
61,64,20,53,Medium,Low,1,Low,High School,Low,Positive
67,87,24,78,Low,Medium,0,Low,Postgraduate,High,Neutral
68,89,21,80,Medium,Low,0,Medium,Postgraduate,Medium,Neutral
74,99,26,94,Medium,Medium,2,Medium,High School,High,Positive
67,70,22,53,Medium,High,3,Medium,High School,Medium,Positive
64,61,16,85,Medium,High,2,Medium,High School,Medium,Positive
69,82,22,78,Low,High,3,Medium,High School,Medium,Neutral
63,88,13,59,High,Medium,0,Low,High School,Medium,Negative
67,92,21,56,Medium,Medium,0,Low,High School,Medium,Neutral
65,68,20,85,High,Medium,1,Medium,College,Medium,Neutral
67,70,19,67,Medium,Medium,5,Medium,Postgraduate,Medium,Positive
68,81,19,100,High,Medium,1,Low,Postgraduate,Medium,Negative
62,73,9,95,Medium,Low,3,Low,Postgraduate,Medium,Negative
70,94,17,78,High,Medium,1,Low,College,Medium,Neutral
67,79,21,82,Low,High,1,High,High School,Medium,Negative
89,92,21,58,High,High,2,High,High School,Medium,Neutral
65,83,14,95,High,Medium,1,Low,High School,Low,Neutral
69,91,28,73,Low,Medium,2,Medium,High School,Medium,Neutral
64,73,15,76,Medium,Medium,2,Low,High School,High,Positive
74,93,26,94,High,Low,6,High,High School,Medium,Negative
64,71,23,50,Medium,High,0,High,High School,Medium,Positive
64,82,16,75,Low,High,0,Low,Postgraduate,Medium,Negative
67,69,31,81,Medium,Low,2,Medium,College,Medium,Negative
63,79,13,58,Low,Low,2,Medium,College,High,Positive
68,73,26,53,High,Medium,3,Medium,High School,Low,Neutral
66,71,26,77,Low,Medium,0,Medium,Postgraduate,Low,Neutral
68,99,16,77,Low,High,0,Low,High School,High,Neutral
68,66,28,67,Medium,High,1,High,Postgraduate,Medium,Positive
69,91,18,94,Medium,Medium,3,Low,High School,Medium,Neutral
71,99,22,65,High,Low,3,Low,Postgraduate,Medium,Neutral
65,61,22,76,Low,High,1,High,College,Medium,Positive
67,88,19,59,Low,Medium,2,Medium,High School,Medium,Neutral
65,70,25,51,Medium,Medium,1,High,College,Medium,Negative
65,62,25,71,High,Medium,0,Low,High School,Medium,Positive
80,76,10,76,Medium,Low,1,High,Postgraduate,Medium,Negative
74,97,28,88,Medium,Medium,2,Medium,High School,High,Neutral
59,60,10,72,Medium,Medium,3,Medium,High School,Low,Positive
69,84,26,64,Medium,Medium,2,High,High School,Low,Neutral
66,80,27,80,Medium,Low,0,High,High School,Medium,Neutral
66,95,13,69,Medium,Medium,1,Low,Postgraduate,Medium,Positive
65,63,18,62,High,High,2,High,High School,Medium,Positive
67,87,13,96,High,Medium,3,Low,College,Low,Neutral
69,87,19,77,High,High,3,Low,High School,Low,Neutral
68,87,18,60,Medium,Low,2,Medium,High School,High,Positive
73,98,25,84,Medium,Medium,1,Medium,Postgraduate,Medium,Neutral
71,93,28,90,Low,High,1,Low,High School,Medium,Positive
67,62,28,88,High,Medium,0,Low,Postgraduate,Medium,Positive
67,79,17,80,Medium,Medium,1,High,College,Low,Positive
66,76,19,76,High,Low,0,High,Postgraduate,Medium,Neutral
63,72,10,89,Medium,Low,3,Medium,College,Medium,Negative
65,78,15,85,High,High,1,High,High School,Medium,Negative
67,75,26,79,Medium,Low,2,High,College,Medium,Negative
69,77,30,83,Medium,Low,1,Low,College,Medium,Positive
67,99,13,58,Medium,Medium,1,Low,High School,Medium,Neutral
66,64,16,51,High,Medium,4,High,College,High,Neutral
74,97,20,97,High,High,2,Medium,High School,Low,Neutral
66,85,15,89,Low,Medium,0,Medium,College,High,Negative
69,93,23,69,High,Low,0,Medium,Postgraduate,Low,Positive
63,74,17,58,Medium,Medium,1,High,College,Low,Neutral
65,77,20,68,Medium,Low,0,Medium,College,Medium,Positive
64,76,23,86,Low,Medium,1,Low,College,Low,Positive
64,75,20,67,Low,Medium,0,Medium,High School,High,Neutral
69,97,17,90,Low,High,2,Medium,High School,Low,Negative
73,93,19,84,High,High,5,Low,High School,Medium,Negative
62,64,19,81,Medium,Medium,1,Medium,High School,High,Negative
62,64,18,97,Low,Low,2,Medium,College,Low,Neutral
68,77,18,95,Medium,Medium,0,Medium,Postgraduate,High,Positive
66,64,30,86,Medium,Medium,1,Medium,Postgraduate,Low,Positive
68,85,23,60,Low,High,2,Medium,College,High,Positive
66,66,18,97,Low,High,4,Medium,High School,Medium,Neutral
69,81,24,61,Low,Medium,3,Medium,Postgraduate,Low,Positive
62,60,18,69,Medium,Medium,0,Medium,Postgraduate,Medium,Neutral
68,73,27,91,Low,Medium,2,High,College,Medium,Neutral
67,87,22,60,Medium,Medium,2,Medium,College,Low,Negative
65,79,19,82,Low,Medium,1,Low,High School,Medium,Neutral
69,99,23,73,Low,Medium,0,Low,College,Medium,Negative
67,95,11,81,Medium,Medium,2,Low,High School,High,Positive
64,74,13,98,Low,Low,0,Medium,Postgraduate,High,Positive
62,62,13,90,Low,Medium,3,High,Postgraduate,Medium,Neutral
71,94,21,65,Medium,Medium,5,High,High School,Low,Neutral
72,96,30,53,Medium,High,0,Medium,High School,Medium,Neutral
74,93,33,98,High,High,0,Medium,High School,Low,Negative
66,65,24,79,Low,High,1,Medium,Postgraduate,Low,Neutral
72,100,23,59,High,Low,2,Medium,High School,Medium,Positive
65,70,9,81,High,Medium,1,High,Postgraduate,Medium,Neutral
67,89,17,52,High,Medium,0,Low,College,High,Positive
70,96,15,59,Medium,High,2,Medium,High School,High,Neutral
62,69,16,82,High,Medium,0,Low,High School,Medium,Negative
66,96,19,70,Low,Low,0,Low,High School,High,Positive
65,72,17,66,Low,Medium,2,High,College,Medium,Negative
70,99,8,83,Low,High,2,Medium,Postgraduate,High,Positive
69,71,24,93,High,High,2,Medium,College,Low,Positive
70,98,14,84,Medium,Medium,3,High,High School,Low,Neutral
66,62,21,73,High,High,2,High,College,Medium,Negative
73,88,32,83,Medium,Low,1,Low,Postgraduate,Low,Positive
69,81,14,85,High,Medium,3,Medium,Postgraduate,Low,Positive
66,79,5,89,High,High,3,Medium,College,Low,Neutral
65,69,18,65,High,Medium,4,Medium,High School,Medium,Neutral
70,88,27,56,Medium,Low,2,Low,Postgraduate,High,Neutral
70,68,32,84,High,High,0,Medium,Postgraduate,Medium,Positive
67,82,13,56,High,Medium,2,Low,Postgraduate,High,Neutral
68,70,23,73,Medium,High,1,Low,Postgraduate,High,Positive
68,98,17,62,Medium,Low,1,Medium,College,Low,Neutral
61,61,19,67,High,Medium,0,Low,College,Medium,Negative
70,68,36,74,Medium,Medium,2,Medium,High School,High,Negative
65,70,11,95,High,High,0,Low,College,High,Negative
66,77,22,84,Low,Medium,3,High,High School,Medium,Positive
67,69,23,59,Medium,Medium,3,High,Postgraduate,Medium,Neutral
69,80,27,94,Low,Low,3,High,High School,High,Negative
69,95,21,75,Medium,High,1,Low,College,Medium,Neutral
67,88,22,60,Medium,Medium,1,Low,High School,Low,Neutral
66,83,18,76,High,Low,0,Medium,High School,Medium,Neutral
63,64,22,60,Low,Medium,1,High,High School,Medium,Neutral
67,88,18,68,High,Medium,0,Medium,High School,Low,Neutral
64,67,24,90,High,Low,0,Low,College,Medium,Neutral
68,91,18,83,Medium,Low,2,Low,High School,Medium,Neutral
65,77,20,61,Medium,Low,2,Medium,High School,Medium,Neutral
65,74,27,64,Medium,Low,1,Low,High School,High,Neutral
70,94,20,99,Low,Medium,0,Medium,College,Medium,Negative
62,65,9,67,Medium,High,1,High,High School,Medium,Neutral
68,83,28,81,High,Low,0,Low,High School,Medium,Neutral
62,66,15,75,Low,High,0,High,College,Low,Negative
68,88,16,51,Medium,High,0,Medium,College,Medium,Positive
72,96,16,97,High,Medium,0,Medium,College,Medium,Neutral
70,77,28,54,High,Medium,1,High,Postgraduate,Low,Positive
62,80,7,83,High,Medium,3,Medium,High School,Low,Neutral
79,97,39,91,High,High,2,Low,High School,Medium,Positive
73,81,26,87,Medium,High,2,High,Postgraduate,Medium,Neutral
68,80,21,90,High,High,1,Low,College,High,Negative
68,83,20,87,High,Medium,0,High,High School,Low,Neutral
69,88,22,72,Medium,Medium,2,Low,High School,Medium,Neutral
63,64,23,95,Medium,Low,1,Low,College,High,Positive
74,93,24,96,Medium,Medium,5,High,Postgraduate,Medium,Negative
69,77,23,72,Medium,Medium,2,High,College,Medium,Negative
61,63,21,74,Medium,Low,0,Low,High School,Medium,Negative
69,91,19,74,Medium,Low,4,Medium,Postgraduate,Low,Neutral
64,75,19,64,Medium,Low,2,Low,High School,High,Neutral
63,64,19,56,Medium,Medium,2,Low,Postgraduate,Low,Positive
68,85,27,63,Low,High,1,Low,College,Low,Negative
72,95,24,92,High,Medium,2,Low,High School,Medium,Neutral
69,98,24,93,Low,Low,2,Low,College,Low,Positive
70,95,21,87,Medium,Low,2,Medium,High School,Low,Neutral
63,60,20,67,Medium,Medium,1,Medium,Postgraduate,Low,Neutral
62,75,18,59,Low,Medium,0,Medium,High School,Low,Positive
72,93,27,78,Medium,Medium,1,Low,Postgraduate,Low,Positive
69,75,26,97,High,High,1,Low,High School,Medium,Neutral
66,84,15,92,Medium,Medium,2,Medium,High School,Low,Negative
71,84,22,88,Medium,Medium,2,Low,Postgraduate,Medium,Neutral
62,75,14,88,Low,Low,2,Low,College,Medium,Negative
68,96,12,76,Medium,Low,2,Medium,High School,Medium,Positive
63,80,16,58,High,Low,0,Medium,High School,Low,Neutral
66,79,25,64,Medium,Medium,0,Low,College,Medium,Neutral
75,100,26,79,High,Medium,1,Medium,College,High,Positive
69,80,23,66,Medium,Low,1,High,College,High,Positive
68,67,24,89,High,Medium,2,High,High School,Medium,Positive
69,81,23,69,High,Medium,5,Medium,High School,Medium,Negative
67,93,16,56,High,Low,2,Low,High School,Medium,Positive
73,91,23,89,High,Medium,3,Medium,Postgraduate,Medium,Negative
71,92,25,85,Medium,High,1,Low,College,Low,Negative
71,88,25,63,High,Medium,2,High,High School,Medium,Positive
68,70,27,99,Medium,Medium,2,Low,High School,High,Neutral
70,94,24,70,High,Low,1,High,High School,Medium,Neutral
71,96,22,84,Low,High,1,High,High School,Low,Negative
69,68,26,96,Medium,High,1,Medium,High School,High,Neutral
63,65,20,58,High,Medium,3,Low,High School,Medium,Neutral
71,99,15,94,Low,Medium,2,Medium,Postgraduate,Medium,Neutral
69,95,19,85,Medium,Medium,2,Low,College,Medium,Negative
71,96,16,58,High,Medium,2,High,Postgraduate,Medium,Positive
68,95,16,83,Medium,Low,2,Low,High School,Low,Neutral
68,82,19,94,Medium,Medium,1,Medium,High School,Medium,Positive
66,86,15,90,Medium,Low,0,Medium,Postgraduate,Medium,Neutral
67,82,18,88,Medium,Medium,3,Low,College,Medium,Negative
59,62,9,58,Low,High,0,Medium,College,Low,Positive
66,90,21,60,Low,Medium,1,Low,College,Medium,Negative
64,80,20,77,Low,Low,0,Medium,High School,Low,Negative
64,86,15,79,Medium,Medium,1,Low,High School,Medium,Neutral
69,80,24,97,Medium,High,0,Low,High School,Medium,Neutral
69,80,26,73,High,Low,1,Medium,High School,High,Neutral
61,67,10,65,Medium,Medium,3,Medium,High School,Medium,Positive
62,71,15,60,High,High,0,Low,High School,Medium,Negative
61,66,15,53,Low,Medium,2,Medium,College,Medium,Negative
63,68,14,53,Medium,Medium,1,Medium,College,High,Positive
71,99,25,79,Medium,Low,2,Low,College,Low,Positive
65,66,19,59,High,High,1,Medium,Postgraduate,Medium,Positive
68,71,18,93,High,High,1,Low,College,Medium,Neutral
67,84,8,80,High,High,1,High,High School,Medium,Positive
70,84,24,93,Low,High,2,Low,High School,High,Neutral
64,66,13,71,High,Medium,3,Medium,High School,Medium,Neutral
71,92,20,80,Medium,High,0,Medium,College,High,Neutral
71,91,22,76,High,Medium,2,Medium,College,Low,Neutral
67,69,28,99,Medium,High,0,High,High School,Low,Negative
63,72,12,90,Medium,Low,0,High,Postgraduate,Medium,Positive
66,98,2,80,Low,High,2,Low,High School,High,Neutral
70,93,21,80,Medium,Low,3,High,High School,Medium,Neutral
70,88,31,62,Medium,Low,2,Low,High School,Medium,Positive
67,63,27,87,Low,Medium,3,Low,High School,Medium,Positive
69,77,21,99,Low,Medium,3,Medium,Postgraduate,High,Neutral
66,82,17,56,High,Low,3,High,High School,Low,Positive
67,67,25,82,Medium,High,1,Medium,Postgraduate,Medium,Positive
65,78,14,76,High,Medium,0,High,College,Medium,Negative
72,84,23,93,High,High,1,High,Postgraduate,Medium,Positive
68,73,23,50,High,High,1,Medium,College,Medium,Positive
72,91,26,57,High,Medium,3,Medium,College,Low,Negative
76,94,37,52,High,Medium,1,Low,Postgraduate,High,Positive
65,73,22,58,Medium,Low,4,Low,College,Medium,Positive
68,94,17,85,Low,Medium,1,Medium,High School,Medium,Positive
65,64,20,57,Medium,Medium,3,Low,College,Medium,Neutral
66,94,9,81,Medium,Medium,0,Low,High School,Low,Positive
63,66,16,93,Low,Medium,7,Low,High School,Medium,Negative
63,63,18,52,Medium,Low,2,High,Postgraduate,Medium,Positive
66,86,17,51,Medium,Medium,2,Low,Postgraduate,Medium,Neutral
69,79,21,99,High,Low,2,Low,High School,Medium,Positive
72,96,15,84,Medium,High,3,Medium,Postgraduate,High,Positive
66,75,27,57,Medium,Low,3,High,High School,Medium,Negative
64,71,20,65,Medium,Medium,2,Medium,High School,Medium,Negative
67,78,18,61,High,High,1,Low,High School,Low,Positive
66,74,21,88,Low,Medium,1,Medium,College,Medium,Neutral
68,88,25,62,Medium,Low,2,Low,High School,Low,Neutral
65,90,15,70,Medium,Medium,0,Medium,High School,Medium,Neutral
71,94,16,94,Medium,High,2,Low,High School,High,Negative
71,99,18,51,Medium,High,1,Medium,Postgraduate,Medium,Neutral
62,71,12,65,Medium,Medium,1,Medium,High School,Medium,Neutral
69,89,15,74,Medium,High,2,Medium,College,Low,Positive
65,76,17,81,Medium,Low,4,High,High School,Low,Neutral
70,87,25,51,High,Low,3,Medium,Postgraduate,Low,Neutral
70,100,21,67,Medium,Medium,0,High,High School,Medium,Positive
70,89,25,51,Medium,High,2,Medium,Postgraduate,Low,Negative
69,98,19,68,Low,High,1,Low,High School,Medium,Neutral
71,93,22,97,High,Low,2,Medium,High School,Medium,Neutral
69,96,19,64,Medium,Medium,1,Medium,High School,Medium,Neutral
73,93,22,79,High,Medium,2,Medium,Postgraduate,Medium,Positive
65,78,17,65,Medium,Medium,1,Medium,High School,Low,Neutral
62,70,5,55,High,High,3,Low,High School,Medium,Neutral
67,75,19,64,Medium,High,2,High,Postgraduate,Medium,Negative
65,61,29,74,Low,Medium,1,Medium,Postgraduate,High,Neutral
65,81,26,65,Low,Medium,1,Medium,High School,Low,Neutral
70,80,26,81,Medium,High,0,Medium,College,Medium,Neutral
70,81,27,97,Medium,Medium,1,Medium,College,Low,Neutral
71,99,21,53,Medium,High,0,Medium,Postgraduate,Medium,Neutral
71,96,21,86,High,Low,1,Low,College,Low,Neutral
62,66,16,50,Medium,Medium,1,Medium,High School,Low,Neutral
65,75,18,50,Medium,Low,4,Low,Postgraduate,Medium,Positive
84,77,24,57,High,Medium,3,Medium,College,Medium,Positive
68,74,27,74,Medium,Medium,2,Medium,College,Medium,Neutral
70,92,19,52,High,Medium,3,High,High School,Medium,Positive
68,81,17,86,Medium,High,1,Medium,Postgraduate,Medium,Neutral
67,83,20,51,Medium,Medium,2,Low,Postgraduate,Medium,Negative
69,94,24,75,Low,Medium,1,Low,High School,Low,Negative
68,92,11,84,High,High,2,Low,High School,Medium,Negative
59,65,6,62,High,High,3,Low,High School,Medium,Neutral
67,89,17,79,High,Low,0,Medium,College,Medium,Positive
63,77,13,63,Medium,High,0,High,High School,Low,Positive
65,72,17,61,High,High,1,Medium,High School,Low,Negative
63,62,19,91,Medium,Medium,1,Low,College,Low,Positive
64,79,17,67,Medium,Medium,1,Low,High School,Low,Positive
72,74,29,91,High,Medium,3,Low,College,High,Positive
63,70,22,61,Low,Medium,1,Low,College,High,Negative
66,88,22,68,Medium,Medium,2,Medium,High School,Medium,Neutral
67,91,24,55,Medium,Medium,0,Medium,College,Low,Neutral
66,70,13,75,High,High,1,High,Postgraduate,High,Positive
66,62,26,69,Medium,Medium,2,Medium,College,Medium,Positive
68,94,20,50,Medium,Medium,1,Low,Postgraduate,Low,Negative
66,60,24,73,High,High,1,Low,Postgraduate,Medium,Positive
68,97,14,54,Medium,Medium,3,Medium,College,Medium,Negative
65,85,11,92,Medium,Medium,2,Medium,High School,Low,Negative
67,73,25,75,Medium,Medium,0,Medium,College,Low,Positive
64,70,22,85,High,Low,0,High,High School,Medium,Negative
59,60,15,91,Low,High,0,Low,College,Low,Negative
60,69,15,53,Medium,Medium,0,High,High School,Low,Negative
65,66,27,67,Low,High,1,High,College,Low,Negative
64,84,13,51,Medium,Medium,0,Low,High School,High,Negative
66,67,30,52,Medium,High,1,Low,High School,Medium,Neutral
65,81,15,52,Medium,Medium,0,Medium,Postgraduate,Medium,Neutral
69,84,24,74,Medium,Medium,2,Medium,High School,Medium,Positive
66,72,18,73,High,High,0,Medium,High School,Medium,Positive
62,61,17,63,High,Medium,1,Medium,College,Low,Positive
60,61,19,62,Medium,Low,2,Medium,High School,Medium,Neutral
68,90,20,65,Low,Medium,4,Low,College,Low,Positive
64,73,14,82,Medium,High,1,Medium,High School,Medium,Negative
73,92,24,85,High,High,0,Medium,College,High,Positive
64,77,17,67,Medium,Medium,1,Low,College,Low,Positive
63,81,14,71,Low,Medium,1,Low,Postgraduate,Low,Neutral
65,89,5,76,Medium,Medium,2,Medium,College,High,Neutral
65,71,19,57,Medium,Medium,2,Medium,High School,Medium,Positive
67,65,34,62,Medium,Medium,0,Medium,High School,High,Negative
67,82,25,86,Medium,Medium,0,Low,High School,Medium,Positive
66,73,20,99,Medium,Medium,1,Medium,High School,Low,Positive
68,78,18,85,Medium,High,1,Low,Postgraduate,High,Negative
65,86,20,53,Medium,Low,1,Low,High School,Medium,Negative
66,80,23,57,Low,Low,1,Low,Postgraduate,Medium,Neutral
66,85,13,72,High,Low,2,Low,College,Medium,Positive
69,82,27,87,Medium,Medium,2,Low,High School,Low,Positive
70,90,24,58,Medium,Medium,2,Low,Postgraduate,Medium,Neutral
71,88,24,88,Medium,Low,2,Medium,Postgraduate,Medium,Neutral
70,81,23,78,High,Medium,4,Low,High School,High,Positive
68,87,20,89,Medium,Medium,2,Medium,High School,Low,Neutral
73,95,24,78,High,High,2,Low,Postgraduate,Medium,Negative
68,77,24,80,Medium,High,1,Low,High School,High,Positive
66,77,18,62,Medium,Medium,2,High,College,Low,Neutral
67,91,17,86,Medium,Low,1,Medium,Postgraduate,Low,Neutral
66,83,21,92,Medium,Low,2,Medium,High School,Low,Negative
69,63,29,94,Medium,High,0,Medium,Postgraduate,Medium,Positive
67,96,13,51,Medium,Medium,1,Low,Postgraduate,Medium,Positive
61,61,11,81,Medium,Low,5,Medium,High School,High,Positive
70,90,21,99,Medium,Medium,2,Low,College,Medium,Negative
70,90,20,79,High,High,2,Low,High School,Medium,Negative
70,98,21,59,Medium,Medium,3,Medium,College,High,Neutral
64,62,21,94,Medium,Medium,1,Low,College,Low,Positive
65,84,19,63,High,Medium,0,Low,College,Medium,Negative
70,77,29,52,Medium,Medium,5,Low,College,Medium,Positive
62,73,10,72,Low,High,1,Low,College,Low,Positive
64,64,15,55,High,High,1,Medium,College,High,Neutral
67,83,19,56,Medium,High,1,Medium,College,Medium,Positive
63,79,10,73,High,Medium,1,Low,High School,High,Neutral
62,64,19,81,Low,Medium,0,Medium,High School,High,Neutral
72,84,30,95,Low,Medium,2,High,College,Medium,Negative
69,90,20,85,Low,Medium,3,Low,College,High,Neutral
72,91,21,92,Medium,High,5,Low,High School,Medium,Negative
68,96,12,71,Low,Medium,2,Medium,College,High,Positive
64,76,16,66,Low,Medium,1,Medium,Postgraduate,Low,Neutral
72,98,18,80,High,High,3,Low,College,Low,Neutral
73,95,18,85,High,High,2,Low,College,Low,Positive
67,72,28,78,High,Medium,5,Medium,College,Low,Negative
64,66,23,63,High,Low,0,Low,College,Medium,Negative
65,77,13,68,Medium,Medium,3,High,High School,Low,Neutral
67,76,21,72,High,High,1,Low,High School,Low,Neutral
68,83,23,51,Medium,Medium,3,Medium,College,Low,Neutral
71,90,29,76,High,Low,1,Medium,High School,Low,Positive
66,80,14,88,Medium,Medium,1,Medium,High School,Medium,Neutral
59,64,15,59,High,Medium,0,Low,High School,Low,Neutral
68,94,12,78,Medium,Medium,1,Medium,High School,Medium,Neutral
64,72,19,96,Low,High,3,Low,High School,Low,Positive
70,99,23,61,Low,Medium,2,High,High School,Low,Positive
65,65,26,67,Low,Medium,4,High,High School,Medium,Negative
72,98,20,69,High,Medium,2,High,College,High,Negative
66,64,18,69,High,High,3,High,College,Medium,Positive
68,69,21,80,Medium,Medium,2,Medium,College,High,Positive
62,62,15,70,Medium,High,1,Low,College,Medium,Positive
70,88,33,84,Medium,Low,1,Low,High School,Medium,Negative
70,94,10,74,High,Medium,3,High,College,High,Positive
64,77,21,58,Medium,Low,0,Low,College,Medium,Negative
76,97,32,97,High,Low,1,Low,College,Low,Positive
67,84,20,62,Medium,Medium,1,Medium,College,High,Neutral
69,85,19,78,High,High,2,Low,College,Low,Negative
68,94,18,53,Medium,Low,4,Medium,High School,Medium,Positive
67,72,19,96,Medium,Medium,1,Medium,Postgraduate,Low,Positive
69,74,28,96,Medium,Medium,0,High,High School,Low,Neutral
67,96,7,68,High,Medium,2,Low,High School,Medium,Neutral
73,96,29,56,High,High,0,Low,High School,Low,Neutral
71,99,11,88,Medium,High,4,Medium,College,High,Neutral
70,96,18,63,Medium,Low,4,Low,Postgraduate,Medium,Neutral
73,93,24,96,High,Medium,0,Medium,Postgraduate,Medium,Positive
65,76,10,80,Medium,Medium,1,Low,Postgraduate,Medium,Positive
73,100,23,93,Low,Medium,4,Low,Postgraduate,Medium,Neutral
70,79,32,61,Low,High,0,Low,College,Medium,Positive
66,82,12,96,High,Medium,0,Low,College,High,Positive
66,81,21,61,Low,Medium,3,Medium,High School,High,Negative
64,73,16,61,Medium,Medium,4,Low,High School,Low,Neutral
68,63,23,94,Medium,Medium,2,Medium,Postgraduate,High,Neutral
70,96,20,78,Medium,Medium,1,High,High School,Medium,Neutral
72,92,16,90,Medium,Medium,6,High,High School,High,Neutral
66,66,23,90,Medium,High,2,Low,High School,Medium,Neutral
74,91,31,82,Medium,Medium,2,Medium,High School,Medium,Positive
67,85,19,59,High,Medium,0,Medium,College,Low,Negative
71,76,24,85,High,High,2,Low,Postgraduate,Medium,Positive
60,70,12,53,Low,High,2,Low,High School,Medium,Neutral
69,88,23,82,Medium,Medium,0,Medium,College,Medium,Negative
74,82,29,95,High,High,2,Medium,College,Medium,Neutral
71,84,22,89,High,Medium,2,Medium,High School,Medium,Neutral
63,64,18,67,High,Medium,0,Low,College,High,Negative
66,79,20,91,High,Low,2,Low,College,High,Negative
65,68,12,98,Medium,High,1,Medium,High School,Medium,Neutral
60,68,24,67,Low,Low,0,Low,High School,High,Positive
69,86,25,59,Medium,Low,3,Low,High School,Medium,Positive
69,96,17,60,High,Medium,1,Low,College,Medium,Neutral
67,76,17,70,Medium,High,2,High,Postgraduate,Low,Neutral
65,68,22,53,High,Medium,1,Medium,High School,High,Neutral
70,86,17,74,High,High,1,Low,College,Medium,Neutral
71,95,20,87,High,Medium,0,Low,Postgraduate,Low,Positive
73,90,33,77,Low,Medium,3,Medium,Postgraduate,Medium,Negative
70,95,19,99,Low,High,0,Low,Postgraduate,Medium,Neutral
67,81,18,73,High,Low,1,Medium,High School,High,Neutral
67,90,16,51,Low,High,1,High,High School,Medium,Neutral
65,66,24,74,Low,High,0,High,College,Medium,Neutral
68,80,28,61,Medium,High,1,Low,College,Low,Negative
74,97,29,86,High,Medium,0,Medium,College,Medium,Positive
68,95,16,65,Low,Medium,0,Medium,College,High,Neutral
61,65,9,88,Medium,Medium,1,Low,College,Low,Positive
67,67,26,71,Medium,Low,3,Low,Postgraduate,High,Neutral
66,74,16,90,High,High,1,Low,High School,Medium,Negative
69,72,25,78,Low,Low,8,Medium,High School,Low,Positive
62,85,8,54,Medium,Low,1,Low,High School,Low,Positive
71,96,25,69,Medium,High,0,Low,High School,Low,Neutral
71,98,13,67,High,High,1,Medium,Postgraduate,Medium,Positive
72,86,24,91,Medium,High,0,Low,College,Low,Positive
69,94,20,81,Medium,High,1,Medium,High School,Low,Neutral
